Year,Name,Revenue,Rank
1993,Allegheny Technologies,1036,353
1993,Helene Curtis,1023,354
1993,Pittway,1019.4,355
1993,Terex,1018.1,356
1993,UST,1012.7,357
1993,Ecolab,1004.8,358
1993,C.R. Bard,990.2,359
1993,First Brands,988.5,360
1993,Snap-On,985.9,361
1993,Thermo Electron,975.3,362
1993,Worthington,974.2,363
1993,ITT,973.7,364
1993,Sunbeam/Oster,967.2,365
1993,Dexter,957.6,366
1993,Danaher,955.5,367
1993,AST Research,951.1,368
1993,Tesoro,950.3,369
1993,Holnam,946.2,370
1993,Western Digital,940,371
1993,H.B. Fuller,933.7,372
1993,Wheeling Pittsburgh,933.3,373
1993,Imo,929.2,374
1993,Applera,919.7,375
1993,Brooke Group,919,376
1993,Kellwood,917.1,377
1993,NL,914.1,378
1993,Beckman Coulter,913.6,379
1993,Essex Group,910.5,380
1993,Allergan,905.4,381
1993,Consolidated Papers,905.3,382
1993,CF,903.5,383
1993,Russell,899.1,384
1993,Nortek,895,385
1993,Dell,889.9,386
1993,Flowers,888.7,387
1993,Chesapeake,888.4,388
1993,Universal Foods,883.4,389
1993,Lukens,881.7,390
1993,Jostens,876.4,391
1993,Mitchell Energy & Devel.,874.4,392
1993,Silicon Graphics,866.6,393
1993,Lincoln Electric Holdings,862.3,394
1993,Uniroyal Chemical,856.6,395
1993,JPS Textile Group,852.3,396
1993,Magma Copper,833.3,397
1993,Wellman,828.2,398
1993,Amsted,827.1,399
1993,Gitano Group,826.5,400
1993,Quaker State,822.1,401
1993,Valhi,821.8,402
1993,Pilgrim's Pride,817.4,403
1993,Herman Miller,809.7,404
1993,Hudson Foods,809.2,405
1993,SPX,801.2,406
1993,Hubbell,800.2,407
1993,Cray Research,797.6,408
1993,Foodbrands America,796.1,409
1993,Safety-Kleen,795.9,410
1993,Tri Valley Growers,795.1,411
1993,Cincinnati Milacron,792.1,412
1993,Louisiana Land & Exploration,787.4,413
1993,Kaman,784.7,414
1993,Millipore,783.9,415
1993,Molex,782.1,416
1993,Georgia Gulf,779.5,417
1993,Primedia,778.2,418
1993,Leslie Fay,777.4,419
1993,Ametek,776.2,420
1993,Kendall,774.9,421
1993,Cone Mills,770.1,422
1993,Tyco Toys,768.6,423
1993,Applied Materials,757.1,424
1993,Stanhome,744.1,425
1993,Thorn Apple Valley,740.4,426
1993,A. Schulman,738.9,427
1993,Crystal Brands,736.3,428
1993,Abex,728.4,429
1993,International Controls,725.6,430
1993,Meredith,724.6,431
1993,Insilco,724.1,432
1993,Gaylord Container,722.8,433
1993,Maxus Energy,718.4,434
1993,UIS,715.9,435
1993,HNI,712.3,436
1993,Interlake,711.1,437
1993,Betz Laboratories,710.2,438
1993,Delta Woodside,705.5,439
1993,Standard Register,705.2,440
1993,Huffy,703.6,441
1993,Union Texas,700.7,442
1993,Fisher-Price,695.5,443
1993,Longview Fibre,691.4,444
1993,Pall,690.5,445
1993,Imperial Sugar,690.2,446
1993,Tambrands,687.5,447
1993,Stewart & Stevenson Svcs.,686.4,448
1993,Valspar,683.5,449
1993,Carter-Wallace,681.1,450
1993,Homestake Mining,681,451
1993,Nerco,672,452
1993,Valassis Communications,671,453
1993,NCH,670.8,454
1993,Vishay Intertechnology,664.2,455
1993,Dr Pepper/Seven-Up,663.2,456
1993,Commerce Clearing House,659.4,457
1993,Prairie Farms Dairy,659.3,458
1993,Standard Products,657.7,459
1993,Coca-Cola Bottling,655.8,460
1993,Banta,655.3,461
1993,Sigma-Aldrich,654.4,462
1993,Sealy,654.2,463
1993,Baroid,648.1,464
1993,Reynolds & Reynolds,647.5,465
1993,National Coop. Refinery Assn.,646.4,466
1993,Riceland Foods,642.4,467
1993,Oshkosh Truck,641.2,468
1993,Blount,637.3,469
1993,Toro,635.2,470
1993,Specialty Coatings International,635,471
1993,Anacomp,632,472
1993,Newmont Mining,631.7,473
1993,Silgan Holdings,630,474
1993,LSI Logic,629.9,475
1993,Warnaco Group,626.9,476
1993,Kimball International,624.4,477
1993,Sun-Diamond Growers,623.2,478
1993,Ply Gem,623.2,479
1993,Giddings & Lewis,622.9,480
1993,La-Z-Boy,621.2,481
1993,Joy Technologies,621.1,482
1993,AM International,620.4,483
1993,Loctite,617.1,484
1993,Guilford Mills,614.9,485
1993,Security Benefit,613.2,486
1993,Eagle-Picher,612.2,487
1993,Texas,611.1,488
1993,St. Joe Paper,607.8,489
1993,Harman International,604.5,490
1993,Bandag,602.4,491
1993,Kennametal,594.5,492
1993,Interface,594.1,493
1993,Vector Group,594.1,494
1993,Exide Technologies,593.6,495
1993,Arcadian,593.4,496
1993,Avondale,592,497
1993,Carlisle,591.1,498
1993,Carpenter,590,499
1993,Block Drug,585.3,500
1992,General Motors,123780.1,1
1992,Exxon Mobil,103242,2
1992,Ford Motor,88962.8,3
1992,IBM,65394,4
1992,General Electric,60236,5
1992,Mobil,56910,6
1992,Altria Group,48109,7
1992,DuPont,38031,8
1992,Texaco,37551,9
1992,Chevron,36795,10
1992,Chrysler,29370,11
1992,Boeing,29314,12
1992,Procter & Gamble,27406,13
1992,Amoco,25604,14
1992,Shell Oil,22201,15
1992,United Technologies,21262,16
1992,PepsiCo,19771.2,17
1992,Eastman Kodak,19649,18
1992,ConAgra Foods,19504.7,19
1992,Dow Chemical,19305,20
1992,McDonnell Douglas,18718,21
1992,Xerox,17830,22
1992,Atlantic Richfield,17683,23
1992,Marathon,17163,24
1992,Nabisco,14989,25
1992,Hewlett-Packard,14541,26
1992,Tenneco,14035,27
1992,Digital Equipment,14024.2,28
1992,3M,13340,29
1992,Conoco,13216,30
1992,CBS,12794,31
1992,International Paper,12703,32
1992,Sara Lee,12456.3,33
1992,Johnson & Johnson,12447,34
1992,Rockwell Automation,12027.9,35
1992,Honeywell International,11882,36
1992,Coca-Cola,11571.6,37
1992,Georgia-Pacific,11524,38
1992,Motorola,11341,39
1992,Bristol-Myers Squibb,11298,40
1992,Goodyear Tire & Rubber,11046.1,41
1992,Anheuser-Busch,10996.3,42
1992,Occidental Petroleum,10304.8,43
1992,Sunoco,10246,44
1992,Caterpillar,10182,45
1992,Alcoa,9981.2,46
1992,Lockheed Martin,9809,47
1992,Unocal,9780,48
1992,Coastal,9602.8,49
1992,General Dynamics,9548,50
1992,Raytheon,9355.5,51
1992,Ashland,9322.4,52
1992,Monsanto,8929,53
1992,Citgo Petroleum,8921.9,54
1992,Baxter International,8921,55
1992,Unilever U.S.,8855.1,56
1992,Merck,8765.2,57
1992,Weyerhaeuser,8724.8,58
1992,Unisys,8696.1,59
1992,Archer Daniels Midland,8567.7,60
1992,Fortune Brands,8379,61
1992,TRW,7913,62
1992,Textron,7840.1,63
1992,Emerson Electric,7427,64
1992,Ralston Purina,7394.2,65
1992,Union Carbide,7346,66
1992,Borden Chemical,7235.1,67
1992,General Mills,7153.2,68
1992,Pfizer,7143.8,69
1992,Hanson NA,7103.7,70
1992,Wyeth,7102.8,71
1992,Deere,7055.2,72
1992,Sealed Air,6949.1,73
1992,Abbott Laboratories,6921.7,74
1992,Hoechst Celanese,6856,75
1992,Kimberly-Clark,6830,76
1992,Texas Instruments,6812,77
1992,Whirlpool,6770,78
1992,H.J. Heinz,6682.1,79
1992,Amerada Hess,6416.3,80
1992,Apple,6308.8,81
1992,Campbell Soup,6230.1,82
1992,Honeywell,6220.9,83
1992,Bestfoods,6200,84
1992,Bayer,6197.4,85
1992,Cooper,6162.6,86
1992,LTV,6117.3,87
1992,Martin Marietta,6102.1,88
1992,Quaker Oats,6101.2,89
1992,Colgate-Palmolive,6093.7,90
1992,North American Philips,6064.6,91
1992,Kellogg,5786.6,92
1992,Reynolds Metals,5784.5,93
1992,Lyondell Chemical,5743,94
1992,Eli Lilly,5725.7,95
1992,PPG,5725.2,96
1992,Northrop Grumman,5705.5,97
1992,Stone Container,5392.7,98
1992,Litton,5313.3,99
1992,Warner-Lambert,5166.6,100
1992,American Cyanamid,5039.9,101
1992,Scott Paper,5000,102
1992,BASF,4962.2,103
1992,Levi Strauss,4902.9,104
1992,Champion International,4786.4,105
1992,Intel,4778.6,106
1992,Gillette,4705.6,107
1992,Dresser,4702.3,108
1992,Black & Decker,4637,109
1992,Chiquita Brands,4627.4,110
1992,Mead,4599.7,111
1992,Dana,4591.1,112
1992,Johnson Controls,4566.2,113
1992,Fort James,4561.7,114
1992,Bethlehem Steel,4317.9,115
1992,Coca-Cola Enterprises,4050.8,116
1992,OfficeMax,4043.7,117
1992,Grumman,4037.9,118
1992,FMC,3931.5,119
1992,Tyson Foods,3922.1,120
1992,R.H. Donnelley,3914.8,121
1992,Owens-Illinois,3852.4,122
1992,Rhone-Poulenc Rorer,3824.3,123
1992,Crown Holdings,3807.4,124
1992,AMAX,3771.6,125
1992,J.E. Seagram,3680,126
1992,Eaton,3659,127
1992,Farmland,3652.1,128
1992,Times Mirror,3624.1,129
1992,Schering-Plough,3615.6,130
1992,American Standard,3595.3,131
1992,Avon Products,3593.3,132
1992,Ingersoll-Rand,3586.2,133
1992,Agway,3489.8,134
1992,Pharmacia,3487.7,135
1992,Navistar International,3487,136
1992,Pitney Bowes,3417.1,137
1992,Cummins,3405.5,138
1992,Ryerson Tull,3404.5,139
1992,Gannett,3382,140
1992,FINA,3339.2,141
1992,Kerr-McGee,3307,142
1992,Corning,3286.8,143
1992,Universal,3274.4,144
1992,Compaq,3271.4,145
1992,Sun Microsystems,3259.8,146
1992,Teledyne,3217.8,147
1992,Masco,3176.6,148
1992,Tyco,3107.9,149
1992,AMP,3095,150
1992,Harris,3081.5,151
1992,Maytag,2970.6,152
1992,Union Camp,2967.1,153
1992,VF,2965.9,154
1992,Air Products & Chemicals,2950.4,155
1992,Smurfit-Stone Container,2941.6,156
1992,Hercules,2928.9,157
1992,Berkshire Hathaway,2913.5,158
1992,Baker Hughes,2911.9,159
1992,Hershey,2901.6,160
1992,Whitman,2866.2,161
1992,Hormel Foods,2836.2,162
1992,Premark International,2815.7,163
1992,Rohm & Haas,2785,164
1992,Owens Corning,2783,165
1992,Seagate Technology,2691.4,166
1992,PerkinElmer,2691.3,167
1992,Pennzoil,2685.1,168
1992,Illinois Tool Works,2647.3,169
1992,Mapco,2642.5,170
1992,Collins & Aikman,2621.9,171
1992,Diamond Shamrock,2575.9,172
1992,Ethyl,2574.8,173
1992,Sherwin-Williams,2552,174
1992,Avery Dennison,2545.1,175
1992,Total Petroleum,2516.1,176
1992,Temple-Inland,2507.1,177
1992,Quantum Chemical,2486.3,178
1992,Goodrich,2471.6,179
1992,Land O'Lakes,2458.1,180
1992,Phelps Dodge,2446,181
1992,Parker Hannifin,2440.8,182
1992,Armstrong Holdings,2439.3,183
1992,Engelhard,2436.4,184
1992,Reader's Digest Assn.,2393.8,185
1992,Paccar,2376.8,186
1992,National Steel,2329.8,187
1992,Westvaco,2321.8,188
1992,McDermott,2299.5,189
1992,Maxxam,2297.3,190
1992,Olin,2290,191
1992,Ball,2267.4,192
1992,Knight-Ridder,2243.8,193
1992,Dover,2195.8,194
1992,International Multifoods,2191.9,195
1992,Becton Dickinson,2172.2,196
1992,Dean Foods,2159.5,197
1992,Hasbro,2141.1,198
1992,Sequa,2136.9,199
1992,Loral,2136,200
1992,Wang Laboratories,2127.1,201
1992,Manville,2121.5,202
1992,Polaroid,2096.2,203
1992,Brunswick,2088.3,204
1992,Burlington Equity,2080.9,205
1992,Tribune,2034.7,206
1992,Liz Claiborne,2029.3,207
1992,Willamette,2004.5,208
1992,Central Soya,2000.4,209
1992,E-SYSTEMS,1997.8,210
1992,GenCorp,1993,211
1992,Tosco,1986.6,212
1992,Stanley Works,1962.2,213
1992,Harsco,1956.3,214
1992,Burlington Resources,1946.5,215
1992,McGraw-Hill,1943,216
1992,Tandem Computers,1939.7,217
1992,Asarco,1938.7,218
1992,Morton International,1920.8,219
1992,Molson Coors,1918.4,220
1992,Springs,1891.3,221
1992,Dow Corning,1877.3,222
1992,Murphy Oil,1877.3,223
1992,USG,1840,224
1992,Crown Central,1764.8,225
1992,Mid-America Dairymen,1751.5,226
1992,Dow Jones,1731.6,227
1992,Louisiana-Pacific,1714.2,228
1992,National Semiconductor,1711.2,229
1992,Sundstrand,1708.5,230
1992,New York Times,1703.1,231
1992,AMDAHL,1702.5,232
1992,Sonoco Products,1697.1,233
1992,Echlin,1694.9,234
1992,Aeroquip-Vickers,1681.2,235
1992,Arvin,1679.6,236
1992,Rubbermaid,1673.2,237
1992,Cyprus Amax Minerals,1659.3,238
1992,Storage Technology,1653.3,239
1992,York International,1652.7,240
1992,Mattel,1650,241
1992,Timken,1647.4,242
1992,Clorox,1646.5,243
1992,Imcera Group,1646.4,244
1992,Witco,1641,245
1992,WestPoint Stevens,1634.1,246
1992,Fruit of the Loom,1628.1,247
1992,Conner Peripherals,1626.5,248
1992,ARMCO,1624,249
1992,Joy Global,1623.9,250
1992,General Signal,1620,251
1992,Shaw,1607.8,252
1992,Freeport-McMoran,1603.3,253
1992,National Service,1601.7,254
1992,Furniture Brands International,1597.1,255
1992,Cabot,1579.9,256
1992,Lafarge,1568.8,257
1992,Oryx Energy,1537,258
1992,Bausch & Lomb,1535.5,259
1992,Duracell International,1524.1,260
1992,Reliance Electric,1516,261
1992,Metaldyne,1501.7,262
1992,Deluxe,1490.2,263
1992,Lubrizol,1485.1,264
1992,Nucor,1466.7,265
1992,Federal Paper Board,1435,266
1992,Del Monte Foods,1435,267
1992,American Greetings,1431.8,268
1992,McCormick,1427.9,269
1992,Fleetwood Enterprises,1415.2,270
1992,Washington Post,1397.6,271
1992,DR Holdings of Delaware,1391.1,272
1992,Rohr,1386.2,273
1992,Varian Associates,1380.7,274
1992,Coltec,1373,275
1992,Nacco,1369.2,276
1992,Nalco Chemical,1353.1,277
1992,Great Lakes Chemical,1347.9,278
1992,Tektronix,1330.9,279
1992,Great American Mgmt. & Inv.,1330.3,280
1992,Walter,1327.5,281
1992,Zenith Electronics,1321.6,282
1992,Crane,1302.5,283
1992,E.W. Scripps,1299.6,284
1992,Bowater,1290.5,285
1992,Thiokol,1269.8,286
1992,Gold Kist Holdings,1268.2,287
1992,Trinity,1263.2,288
1992,Federal-Mogul,1251.7,289
1992,Raychem,1249.5,290
1992,Amoskeag,1244.4,291
1992,Figgie International,1243.5,292
1992,Potlatch,1242.5,293
1992,Data General,1237,294
1992,AMD,1226.6,295
1992,Tecumseh Products,1226.4,296
1992,Triarc,1222.3,297
1992,Hartmarx,1215.3,298
1992,Hillenbrand,1209.4,299
1992,Intergraph,1204.7,300
1992,Gerber Products,1203.2,301
1992,Savannah Foods &,1203,302
1992,Clark Equipment,1201,303
1992,Dresser-Rand,1192.4,304
1992,Brooke Group,1174.8,305
1992,Pentair,1170.1,306
1992,Anchor Glass Container,1166.5,307
1992,Wrigley,1159.8,308
1992,M.A. Hanna,1150.2,309
1992,Bemis,1141.6,310
1992,Fort Howard,1138.2,311
1992,Magnetek,1134.3,312
1992,IMC Global,1133.3,313
1992,SCI Systems,1128.9,314
1992,Newell Rubbermaid,1127.4,315
1992,Brown-Forman,1126,316
1992,Interstate Bakeries,1106.7,317
1992,Tesoro,1089.2,318
1992,Lear,1085.3,319
1992,Leggett & Platt,1081.8,320
1992,First Brands,1073,321
1992,Smithfield Foods,1071.8,322
1992,Union Texas,1069.3,323
1992,Ferro,1065.6,324
1992,Inspiration Resources,1061.7,325
1992,Domino Sugar,1057.6,326
1992,Cyclops,1056.5,327
1992,Alliant Techsystems,1047.1,328
1992,Standard Commercial,1046.2,329
1992,Weirton Steel,1039.5,330
1992,Medtronic,1031.1,331
1992,Imo,1024,332
1992,International Flavors & Frag.,1017,333
1992,DIMON,1012.1,334
1992,Valero Energy,1011.8,335
1992,Vulcan Materials,1009,336
1992,Allegheny Technologies,1004.6,337
1992,Cooper Tire & Rubber,1001.6,338
1992,Western Digital,986.2,339
1992,Pittway,983.9,340
1992,Outboard Marine,983.6,341
1992,Holnam,979.3,342
1992,ITT,978.9,343
1992,Wheeling Pittsburgh,957.6,344
1992,Briggs & Stratton,951.6,345
1992,Ocean Spray,946,346
1992,Dexter,944.5,347
1992,Harley-Davidson,939.9,348
1992,Mark IV,937.3,349
1992,Nortek,925.8,350
1992,GAF,925.6,351
1992,A.O. Smith,921.4,352
1992,Nerco,919.6,353
1992,Allergan,906.8,354
1992,Helene Curtis,891.9,355
1992,Sunbeam/Oster,885.6,356
1992,Essex Group,885.5,357
1992,Herman Miller,884.3,358
1992,Consolidated Papers,882.4,359
1992,Snap-On,881.6,360
1992,Applera,880.4,361
1992,UST,879.5,362
1992,Quantum,877.7,363
1992,C.R. Bard,876,364
1992,Maxtor,875.3,365
1992,Worthington,874.9,366
1992,Alberto-Culver,873.7,367
1992,National Coop. Refinery Assn.,869.5,368
1992,AG Processing,866.1,369
1992,Cray Research,862.5,370
1992,AM International,860,371
1992,Jostens,859.9,372
1992,Beckman Coulter,857.9,373
1992,H.B. Fuller,855.3,374
1992,Lincoln Electric Holdings,843.7,375
1992,United States Surgical,843.6,376
1992,NL,841.5,377
1992,Chesapeake,840.5,378
1992,Georgia Gulf,838.3,379
1992,Danaher,837.4,380
1992,Leslie Fay,836.6,381
1992,Universal Foods,834.3,382
1992,Uniroyal Chemical,832.3,383
1992,Flowers,831.2,384
1992,Thermo Electron,827.8,385
1992,Crystal Brands,826.9,386
1992,Louisiana Land & Exploration,825.3,387
1992,Tri Valley Growers,824.7,388
1992,Foodbrands America,820.2,389
1992,Thorn Apple Valley,818,390
1992,Amsted,817.2,391
1992,Quaker State,813.6,392
1992,Kellwood,811.5,393
1992,Phillips-Van Heusen,807.8,394
1992,Wellman,805.7,395
1992,Russell,804.6,396
1992,CF,803.1,397
1992,Avondale,800,398
1992,Du Pont Merck Pharmaceutical,795.4,399
1992,Maxus Energy,793.2,400
1992,Mitchell Energy & Devel.,791.3,401
1992,Terex,790.2,402
1992,Cincinnati Milacron,787.9,403
1992,Pilgrim's Pride,787.6,404
1992,Gitano Group,780.4,405
1992,Kaman,780.4,406
1992,Hubbell,768.5,407
1992,Valhi,765.7,408
1992,Hudson Foods,765.3,409
1992,JPS Textile Group,761,410
1992,Meredith,759.3,411
1992,Millipore,748,412
1992,Exide Technologies,742.7,413
1992,A. Schulman,740.1,414
1992,Magma Copper,734.9,415
1992,Gaylord Container,723.8,416
1992,Cone Mills,720.8,417
1992,Imperial Sugar,717.6,418
1992,Molex,715.7,419
1992,Ametek,715.1,420
1992,Interlake,714.7,421
1992,Commerce Clearing House,713.6,422
1992,LSI Logic,712.6,423
1992,Toro,711.6,424
1992,Stanhome,710.2,425
1992,Baroid,708.1,426
1992,Vista Chemical,705.4,427
1992,Amgen,705,428
1992,Henley Group,704,429
1992,Safety-Kleen,696.9,430
1992,AST Research,696.7,431
1992,Standard Register,693.7,432
1992,Insilco,685.7,433
1992,Newmont Mining,683.5,434
1992,Huffy,678.9,435
1992,Silgan Holdings,678.6,436
1992,NCH,677.7,437
1992,SPX,673.5,438
1992,Blount,672.7,439
1992,Betz Laboratories,670.6,440
1992,Joy Technologies,667.5,441
1992,Tambrands,666,442
1992,Pall,663.1,443
1992,Texas,654.7,444
1992,Robertson-Ceco,654.4,445
1992,Stewart & Stevenson Svcs.,645.8,446
1992,Longview Fibre,645.3,447
1992,Applied Materials,643.6,448
1992,Carter-Wallace,642.7,449
1992,Riceland Foods,640.6,450
1992,Anacomp,639.5,451
1992,Bell & Howell,638.5,452
1992,Standard Products,638.2,453
1992,Prairie Farms Dairy,637.7,454
1992,Valspar,632.6,455
1992,Lukens,631.4,456
1992,UIS,630.2,457
1992,Sealy,623.9,458
1992,Carlisle,621.2,459
1992,Kennametal,619.5,460
1992,Fairchild,612,461
1992,HNI,612,462
1992,Banta,610.4,463
1992,La-Z-Boy,609.5,464
1992,St. Joe Paper,605.3,465
1992,Sun-Diamond Growers,602.9,466
1992,Reynolds & Reynolds,602,467
1992,Dr Pepper/Seven-Up,600.9,468
1992,Eagle-Picher,599.4,469
1992,Bandag,593.9,470
1992,Delta Woodside,590.4,471
1992,Quanex,588.9,472
1992,Harman International,586.9,473
1992,Media General,585.9,474
1992,Interface,581.8,475
1992,P.H. Glatfelter,577,476
1992,Loctite,574.6,477
1992,Arcadian,573.3,478
1992,Warnaco Group,573.1,479
1992,Westmoreland Coal,570.3,480
1992,Goulds Pumps,568.8,481
1992,Thomas & Betts,566.6,482
1992,International Controls,565.8,483
1992,Kimball International,564.7,484
1992,Carpenter,562.5,485
1992,Ply Gem,561.5,486
1992,Albany International,557.7,487
1992,Silicon Graphics,557.3,488
1992,Constar International,548.2,489
1992,Dell,546.2,490
1992,Sterling Chemicals,542.7,491
1992,First Mississippi,539.1,492
1992,Analog Devices,538.5,493
1992,Precision Castparts,538.3,494
1992,Barnes Group,538.3,495
1992,Standard Motor Products,534.8,496
1992,American Maize-Products,533.6,497
1992,Wisconsin Dairies Cooperative,533.3,498
1992,Block Drug,530.9,499
1992,Guilford Mills,528.8,500
1991,General Motors,125126,1
1991,Exxon Mobil,105885,2
1991,Ford Motor,98274.7,3
1991,IBM,69018,4
1991,Mobil,58770,5
1991,General Electric,58414,6
1991,Altria Group,44323,7
1991,Texaco,41235,8
1991,DuPont,39839,9
1991,Chevron,39262,10
1991,Chrysler,30868,11
1991,Amoco,28277,12
1991,Boeing,27595,13
1991,Shell Oil,24423,14
1991,Procter & Gamble,24376,15
1991,Occidental Petroleum,21947,16
1991,United Technologies,21783.2,17
1991,Dow Chemical,20005,18
1991,Marathon,19462,19
1991,Eastman Kodak,19075,20
1991,Atlantic Richfield,18819,21
1991,Xerox,18382,22
1991,PepsiCo,17802.7,23
1991,McDonnell Douglas,16351,24
1991,ConAgra Foods,15517.7,25
1991,Tenneco,14893,26
1991,Conoco,13939,27
1991,Nabisco,13879,28
1991,Hewlett-Packard,13233,29
1991,Digital Equipment,13084.5,30
1991,3M,13021,31
1991,International Paper,12960,32
1991,CBS,12915,33
1991,Georgia-Pacific,12665,34
1991,Rockwell Automation,12442.5,35
1991,Honeywell International,12396,36
1991,Sunoco,11909,37
1991,Sara Lee,11652,38
1991,Caterpillar,11540,39
1991,Goodyear Tire & Rubber,11453.1,40
1991,Johnson & Johnson,11232,41
1991,Motorola,10885,42
1991,Alcoa,10865.1,43
1991,Anheuser-Busch,10750.6,44
1991,Unocal,10740,45
1991,Bristol-Myers Squibb,10509,46
1991,Coca-Cola,10406.3,47
1991,General Dynamics,10182,48
1991,Unisys,10111.3,49
1991,Lockheed Martin,9977,50
1991,Coastal,9593.1,51
1991,Raytheon,9362.3,52
1991,Monsanto,9047,53
1991,Weyerhaeuser,9024.3,54
1991,Unilever U.S.,8680.1,55
1991,Ashland,8554.4,56
1991,Fortune Brands,8270.3,57
1991,TRW,8169,58
1991,Baxter International,8148,59
1991,Textron,7917.6,60
1991,Archer Daniels Midland,7893.5,61
1991,Deere,7881,62
1991,Merck,7824.1,63
1991,Borden Chemical,7632.8,64
1991,Union Carbide,7621,65
1991,Emerson Electric,7573.4,66
1991,Ralston Purina,7133.2,67
1991,Amerada Hess,7081.1,68
1991,Honeywell,6985.2,69
1991,Wyeth,6917.2,70
1991,Sealed Air,6774.7,71
1991,Whirlpool,6647,72
1991,Texas Instruments,6604,73
1991,Pfizer,6599.7,74
1991,Hanson NA,6558.3,75
1991,Lyondell Chemical,6508,76
1991,General Mills,6486.7,77
1991,Kimberly-Clark,6447.9,78
1991,NCR,6395,79
1991,LTV,6229.3,80
1991,Campbell Soup,6223.4,81
1991,Cooper,6222.2,82
1991,Abbott Laboratories,6210.3,83
1991,Martin Marietta,6142.7,84
1991,North American Philips,6119,85
1991,PPG,6118.4,86
1991,H.J. Heinz,6112.4,87
1991,Reynolds Metals,6075.7,88
1991,Bayer,5903.7,89
1991,Hoechst Celanese,5881,90
1991,Bestfoods,5800.4,91
1991,Stone Container,5770.4,92
1991,Quaker Oats,5744.2,93
1991,Colgate-Palmolive,5740.2,94
1991,Apple,5558.4,95
1991,Northrop Grumman,5492.6,96
1991,Fort James,5422.7,97
1991,Scott Paper,5390.9,98
1991,BASF,5381.2,99
1991,Litton,5273,100
1991,Dana,5225.5,101
1991,Kellogg,5199.2,102
1991,Eli Lilly,5191.6,103
1991,Champion International,5159,104
1991,Level 3 Communications,5092,105
1991,Bethlehem Steel,4929.1,106
1991,Black & Decker,4876.9,107
1991,American Cyanamid,4821.5,108
1991,Mead,4796.1,109
1991,Warner-Lambert,4769.1,110
1991,Dresser,4528.1,111
1991,Johnson Controls,4515.3,112
1991,Gillette,4394,113
1991,Chiquita Brands,4304.3,114
1991,Beatrice,4279,115
1991,Levi Strauss,4247.1,116
1991,Whitman,4230.7,117
1991,OfficeMax,4189.5,118
1991,Intel,4124.6,119
1991,Eaton,4100,120
1991,Owens-Illinois,4070.6,121
1991,Grumman,4041.3,122
1991,Coca-Cola Enterprises,4040.6,123
1991,FINA,3979,124
1991,Ryerson Tull,3870.4,125
1991,Navistar International,3854,126
1991,Tyson Foods,3827.2,127
1991,AMAX,3810.5,128
1991,Kerr-McGee,3799,129
1991,Teledyne,3762.3,130
1991,FMC,3754.8,131
1991,Ingersoll-Rand,3737.8,132
1991,American Standard,3649.3,133
1991,Collins & Aikman,3649,134
1991,Times Mirror,3633.2,135
1991,Compaq,3625.7,136
1991,Agway,3607.9,137
1991,Avon Products,3508.8,138
1991,R.H. Donnelley,3497.9,139
1991,Cummins,3461.8,140
1991,Gannett,3452.3,141
1991,J.E. Seagram,3411.6,142
1991,Farmland,3379.1,143
1991,Schering-Plough,3322.9,144
1991,Pitney Bowes,3267,145
1991,Masco,3234.6,146
1991,Hercules,3219.6,147
1991,Owens Corning,3111,148
1991,Harris,3098.5,149
1991,Crown Holdings,3080.4,150
1991,Maytag,3056.8,151
1991,AMP,3043.6,152
1991,Pharmacia,3032.7,153
1991,Corning,2980.4,154
1991,Rhone-Poulenc Rorer,2962.1,155
1991,Engelhard,2942.2,156
1991,Smurfit-Stone Container,2912.6,157
1991,Air Products & Chemicals,2910,158
1991,Union Camp,2839.7,159
1991,Rohm & Haas,2836,160
1991,Paccar,2817.7,161
1991,Universal,2815.1,162
1991,Premark International,2731.9,163
1991,Hershey,2717.3,164
1991,Mapco,2708,165
1991,Diamond Shamrock,2707.9,166
1991,Hormel Foods,2681.2,167
1991,Phelps Dodge,2645.1,168
1991,Wang Laboratories,2634.7,169
1991,Berkshire Hathaway,2625,170
1991,VF,2624,171
1991,Quantum Chemical,2617.8,172
1991,Baker Hughes,2614.3,173
1991,Olin,2614,174
1991,Avery Dennison,2590.2,175
1991,Illinois Tool Works,2550.8,176
1991,Armstrong Holdings,2535.6,177
1991,Ethyl,2513.8,178
1991,Parker Hannifin,2512.3,179
1991,National Steel,2507.6,180
1991,Sun Microsystems,2480.7,181
1991,PerkinElmer,2478.5,182
1991,Brunswick,2477.6,183
1991,Goodrich,2458.9,184
1991,Westvaco,2435.8,185
1991,Great American Mgmt. & Inv.,2435.4,186
1991,Seagate Technology,2431.4,187
1991,Land O'Lakes,2414.8,188
1991,Temple-Inland,2401.2,189
1991,Maxxam,2390.9,190
1991,Tribune,2369.5,191
1991,Pennzoil,2366.4,192
1991,McDermott,2327.3,193
1991,Knight-Ridder,2312.7,194
1991,Burlington Equity,2290.5,195
1991,Sherwin-Williams,2281.8,196
1991,Manville,2272.2,197
1991,Sequa,2242.7,198
1991,Asarco,2241.7,199
1991,Dover,2234.1,200
1991,Furniture Brands International,2224.5,201
1991,AMDAHL,2220.2,202
1991,Tosco,2167.1,203
1991,Penn Central,2154.3,204
1991,Tyco,2102.7,205
1991,USG,2102,206
1991,International Multifoods,2080,207
1991,Crown Central,2063.9,208
1991,Reader's Digest Assn.,2055.8,209
1991,Murphy Oil,2051.8,210
1991,Oryx Energy,2041,211
